"","Species","Treatment","Treatment.number","Seed.production","Family","Scaled_seed_set"
"1060","Eruca vesicaria","Ipomoea aquatica",9,0,"Convolvulaceae",-0.756107631247043
"1061","Eruca vesicaria","Ipomoea aquatica",10,0,"Convolvulaceae",-0.756107631247043
"1062","Eruca vesicaria","Ipomoea purpurea",1,0,"Convolvulaceae",-0.756107631247043
"1063","Eruca vesicaria","Ipomoea purpurea",2,11,"Convolvulaceae",0.968348369842704
"1064","Eruca vesicaria","Ipomoea purpurea",3,14,"Convolvulaceae",1.43865455195809
"1065","Eruca vesicaria","Ipomoea purpurea",4,2,"Convolvulaceae",-0.442570176503453
"1066","Eruca vesicaria","Ipomoea purpurea",5,0,"Convolvulaceae",-0.756107631247043
"1067","Eruca vesicaria","Ipomoea purpurea",6,0,"Convolvulaceae",-0.756107631247043
"1068","Eruca vesicaria","Ipomoea purpurea",7,2,"Convolvulaceae",-0.442570176503453
"1069","Eruca vesicaria","Ipomoea purpurea",8,3,"Convolvulaceae",-0.285801449131657
"1070","Eruca vesicaria","Ipomoea purpurea",9,0,"Convolvulaceae",-0.756107631247043
"1071","Eruca vesicaria","Ipomoea purpurea",10,13,"Convolvulaceae",1.28188582458629
"1072","Eruca vesicaria","Capsicum annuum",1,0,"Solanaceae",-0.756107631247043
"1073","Eruca vesicaria","Capsicum annuum",2,0,"Solanaceae",-0.756107631247043
"1074","Eruca vesicaria","Capsicum annuum",3,4,"Solanaceae",-0.129032721759862
"1075","Eruca vesicaria","Capsicum annuum",4,10,"Solanaceae",0.811579642470909
"1076","Eruca vesicaria","Capsicum annuum",5,8,"Solanaceae",0.498042187727319
"1077","Eruca vesicaria","Capsicum annuum",6,6,"Solanaceae",0.184504732983728
"1078","Eruca vesicaria","Capsicum annuum",7,11,"Solanaceae",0.968348369842704
"1079","Eruca vesicaria","Capsicum annuum",8,0,"Solanaceae",-0.756107631247043
"1080","Eruca vesicaria","Capsicum annuum",9,0,"Solanaceae",-0.756107631247043
"1081","Eruca vesicaria","Capsicum annuum",10,0,"Solanaceae",-0.756107631247043
"1082","Eruca vesicaria","Petunia integrifolia",1,11,"Solanaceae",0.968348369842704
"1083","Eruca vesicaria","Petunia integrifolia",2,11,"Solanaceae",0.968348369842704
"1084","Eruca vesicaria","Petunia integrifolia",3,10,"Solanaceae",0.811579642470909
"1085","Eruca vesicaria","Petunia integrifolia",4,9,"Solanaceae",0.654810915099114
"1086","Eruca vesicaria","Petunia integrifolia",5,12,"Solanaceae",1.1251170972145
"1087","Eruca vesicaria","Petunia integrifolia",6,0,"Solanaceae",-0.756107631247043
"1088","Eruca vesicaria","Petunia integrifolia",7,0,"Solanaceae",-0.756107631247043
"1089","Eruca vesicaria","Petunia integrifolia",8,2,"Solanaceae",-0.442570176503453
"1090","Eruca vesicaria","Petunia integrifolia",9,7,"Solanaceae",0.341273460355524
"1091","Eruca vesicaria","Petunia integrifolia",10,0,"Solanaceae",-0.756107631247043
"1092","Eruca vesicaria","Solanum lycopersicum",1,10,"Solanaceae",0.811579642470909
"1093","Eruca vesicaria","Solanum lycopersicum",2,1,"Solanaceae",-0.599338903875248
"1094","Eruca vesicaria","Solanum lycopersicum",3,17,"Solanaceae",1.90896073407348
"1095","Eruca vesicaria","Solanum lycopersicum",4,8,"Solanaceae",0.498042187727319
"1096","Eruca vesicaria","Solanum lycopersicum",5,0,"Solanaceae",-0.756107631247043
"1097","Eruca vesicaria","Solanum lycopersicum",6,0,"Solanaceae",-0.756107631247043
"1098","Eruca vesicaria","Solanum lycopersicum",7,0,"Solanaceae",-0.756107631247043
"1099","Eruca vesicaria","Solanum lycopersicum",8,0,"Solanaceae",-0.756107631247043
"1100","Eruca vesicaria","Solanum lycopersicum",9,0,"Solanaceae",-0.756107631247043
"1101","Eruca vesicaria","Solanum lycopersicum",10,0,"Solanaceae",-0.756107631247043
"1102","Eruca vesicaria","Solanum melongena",1,0,"Solanaceae",-0.756107631247043
"1103","Eruca vesicaria","Solanum melongena",2,12,"Solanaceae",1.1251170972145
"1104","Eruca vesicaria","Solanum melongena",3,11,"Solanaceae",0.968348369842704
"1105","Eruca vesicaria","Solanum melongena",4,15,"Solanaceae",1.59542327932989
"1106","Eruca vesicaria","Solanum melongena",5,10,"Solanaceae",0.811579642470909
"1107","Eruca vesicaria","Solanum melongena",6,15,"Solanaceae",1.59542327932989
"1108","Eruca vesicaria","Solanum melongena",7,0,"Solanaceae",-0.756107631247043
"1109","Eruca vesicaria","Solanum melongena",8,17,"Solanaceae",1.90896073407348
"1110","Eruca vesicaria","Solanum melongena",9,17,"Solanaceae",1.90896073407348
"1111","Eruca vesicaria","Solanum melongena",10,0,"Solanaceae",-0.756107631247043
"1112","Eruca vesicaria","Cross",1,16,"other",1.75219200670168
"1113","Eruca vesicaria","Cross",2,7,"other",0.341273460355524
"1114","Eruca vesicaria","Cross",3,0,"other",-0.756107631247043
"1115","Eruca vesicaria","Cross",4,9,"other",0.654810915099114
"1116","Eruca vesicaria","Cross",5,0,"other",-0.756107631247043
"1117","Eruca vesicaria","Cross",6,2,"other",-0.442570176503453
"1118","Eruca vesicaria","Cross",7,0,"other",-0.756107631247043
"1119","Eruca vesicaria","Cross",8,11,"other",0.968348369842704
"1120","Eruca vesicaria","Cross",9,12,"other",1.1251170972145
"1121","Eruca vesicaria","Cross",10,0,"other",-0.756107631247043
"1122","Eruca vesicaria","Self",1,0,"other",-0.756107631247043
"1123","Eruca vesicaria","Self",2,0,"other",-0.756107631247043
"1124","Eruca vesicaria","Self",3,1,"other",-0.599338903875248
"1125","Eruca vesicaria","Self",4,0,"other",-0.756107631247043
"1126","Eruca vesicaria","Self",5,0,"other",-0.756107631247043
"1127","Eruca vesicaria","Self",6,0,"other",-0.756107631247043
"1128","Eruca vesicaria","Self",7,0,"other",-0.756107631247043
"1129","Eruca vesicaria","Self",8,0,"other",-0.756107631247043
"1130","Eruca vesicaria","Self",9,0,"other",-0.756107631247043
"1131","Eruca vesicaria","Self",10,0,"other",-0.756107631247043
"1132","Eruca vesicaria","Control",1,0,"other",-0.756107631247043
"1133","Eruca vesicaria","Control",2,0,"other",-0.756107631247043
"1134","Eruca vesicaria","Control",3,0,"other",-0.756107631247043
"1135","Eruca vesicaria","Control",4,0,"other",-0.756107631247043
"1136","Eruca vesicaria","Control",5,0,"other",-0.756107631247043
"1137","Eruca vesicaria","Control",6,0,"other",-0.756107631247043
"1138","Eruca vesicaria","Control",7,0,"other",-0.756107631247043
"1139","Eruca vesicaria","Control",8,0,"other",-0.756107631247043
"1140","Eruca vesicaria","Control",9,0,"other",-0.756107631247043
"1141","Eruca vesicaria","Control",10,0,"other",-0.756107631247043
"1142","Eruca vesicaria","Flower control",1,0,"other",-0.756107631247043
"1143","Eruca vesicaria","Flower control",2,0,"other",-0.756107631247043
"1144","Eruca vesicaria","Flower control",3,0,"other",-0.756107631247043
"1145","Eruca vesicaria","Flower control",4,0,"other",-0.756107631247043
"1146","Eruca vesicaria","Flower control",5,0,"other",-0.756107631247043
"1147","Eruca vesicaria","Flower control",6,0,"other",-0.756107631247043
"1148","Eruca vesicaria","Flower control",7,0,"other",-0.756107631247043
"1149","Eruca vesicaria","Flower control",8,0,"other",-0.756107631247043
"1150","Eruca vesicaria","Flower control",9,0,"other",-0.756107631247043
"1151","Eruca vesicaria","Flower control",10,0,"other",-0.756107631247043
"1152","Ipomoea aquatica","Brassica oleracea",1,0,"Brassicaceae",-0.354760666907576
"1153","Ipomoea aquatica","Brassica oleracea",2,0,"Brassicaceae",-0.354760666907576
"1154","Ipomoea aquatica","Brassica oleracea",3,0,"Brassicaceae",-0.354760666907576
"1155","Ipomoea aquatica","Brassica oleracea",4,0,"Brassicaceae",-0.354760666907576
"1156","Ipomoea aquatica","Brassica oleracea",5,0,"Brassicaceae",-0.354760666907576
"1157","Ipomoea aquatica","Brassica oleracea",6,0,"Brassicaceae",-0.354760666907576
"1158","Ipomoea aquatica","Brassica oleracea",7,0,"Brassicaceae",-0.354760666907576
"1159","Ipomoea aquatica","Brassica oleracea",8,0,"Brassicaceae",-0.354760666907576
"1160","Ipomoea aquatica","Brassica oleracea",9,0,"Brassicaceae",-0.354760666907576
"1161","Ipomoea aquatica","Brassica oleracea",10,0,"Brassicaceae",-0.354760666907576
"1162","Ipomoea aquatica","Brassica rapa",1,0,"Brassicaceae",-0.354760666907576
"1163","Ipomoea aquatica","Brassica rapa",2,0,"Brassicaceae",-0.354760666907576
"1164","Ipomoea aquatica","Brassica rapa",3,0,"Brassicaceae",-0.354760666907576
"1165","Ipomoea aquatica","Brassica rapa",4,0,"Brassicaceae",-0.354760666907576
"1166","Ipomoea aquatica","Brassica rapa",5,0,"Brassicaceae",-0.354760666907576
"1167","Ipomoea aquatica","Brassica rapa",6,0,"Brassicaceae",-0.354760666907576
"1168","Ipomoea aquatica","Brassica rapa",7,0,"Brassicaceae",-0.354760666907576
"1169","Ipomoea aquatica","Brassica rapa",8,0,"Brassicaceae",-0.354760666907576
"1170","Ipomoea aquatica","Brassica rapa",9,0,"Brassicaceae",-0.354760666907576
"1171","Ipomoea aquatica","Brassica rapa",10,0,"Brassicaceae",-0.354760666907576
"1172","Ipomoea aquatica","Capsicum annuum",1,0,"Solanaceae",-0.354760666907576
"1173","Ipomoea aquatica","Capsicum annuum",2,0,"Solanaceae",-0.354760666907576
"1174","Ipomoea aquatica","Capsicum annuum",3,0,"Solanaceae",-0.354760666907576
"1175","Ipomoea aquatica","Capsicum annuum",4,0,"Solanaceae",-0.354760666907576
"1176","Ipomoea aquatica","Capsicum annuum",5,0,"Solanaceae",-0.354760666907576
"1177","Ipomoea aquatica","Capsicum annuum",6,0,"Solanaceae",-0.354760666907576
"1178","Ipomoea aquatica","Capsicum annuum",7,0,"Solanaceae",-0.354760666907576
"1179","Ipomoea aquatica","Capsicum annuum",8,0,"Solanaceae",-0.354760666907576
"1180","Ipomoea aquatica","Capsicum annuum",9,0,"Solanaceae",-0.354760666907576
"1181","Ipomoea aquatica","Capsicum annuum",10,0,"Solanaceae",-0.354760666907576
"1182","Ipomoea aquatica","Eruca vesicaria",1,0,"Brassicaceae",-0.354760666907576
"1183","Ipomoea aquatica","Eruca vesicaria",2,0,"Brassicaceae",-0.354760666907576
"1184","Ipomoea aquatica","Eruca vesicaria",3,0,"Brassicaceae",-0.354760666907576
"1185","Ipomoea aquatica","Eruca vesicaria",4,0,"Brassicaceae",-0.354760666907576
"1186","Ipomoea aquatica","Eruca vesicaria",5,0,"Brassicaceae",-0.354760666907576
"1187","Ipomoea aquatica","Eruca vesicaria",6,0,"Brassicaceae",-0.354760666907576
"1188","Ipomoea aquatica","Eruca vesicaria",7,0,"Brassicaceae",-0.354760666907576
"1189","Ipomoea aquatica","Eruca vesicaria",8,0,"Brassicaceae",-0.354760666907576
"1190","Ipomoea aquatica","Eruca vesicaria",9,0,"Brassicaceae",-0.354760666907576
"1191","Ipomoea aquatica","Eruca vesicaria",10,0,"Brassicaceae",-0.354760666907576
"1192","Ipomoea aquatica","Ipomoea aquatica",1,0,"Convolvulaceae",-0.354760666907576
"1193","Ipomoea aquatica","Ipomoea aquatica",2,0,"Convolvulaceae",-0.354760666907576
"1194","Ipomoea aquatica","Ipomoea aquatica",3,0,"Convolvulaceae",-0.354760666907576
"1195","Ipomoea aquatica","Ipomoea aquatica",4,0,"Convolvulaceae",-0.354760666907576
"1196","Ipomoea aquatica","Ipomoea aquatica",5,0,"Convolvulaceae",-0.354760666907576
"1197","Ipomoea aquatica","Ipomoea aquatica",6,0,"Convolvulaceae",-0.354760666907576
"1198","Ipomoea aquatica","Ipomoea aquatica",7,0,"Convolvulaceae",-0.354760666907576
"1199","Ipomoea aquatica","Ipomoea aquatica",8,0,"Convolvulaceae",-0.354760666907576
"1200","Ipomoea aquatica","Ipomoea aquatica",9,0,"Convolvulaceae",-0.354760666907576
"1201","Ipomoea aquatica","Ipomoea aquatica",10,0,"Convolvulaceae",-0.354760666907576
"1202","Ipomoea aquatica","Ipomoea purpurea",1,0,"Convolvulaceae",-0.354760666907576
"1203","Ipomoea aquatica","Ipomoea purpurea",2,0,"Convolvulaceae",-0.354760666907576
"1204","Ipomoea aquatica","Ipomoea purpurea",3,0,"Convolvulaceae",-0.354760666907576
"1205","Ipomoea aquatica","Ipomoea purpurea",4,0,"Convolvulaceae",-0.354760666907576
"1206","Ipomoea aquatica","Ipomoea purpurea",5,0,"Convolvulaceae",-0.354760666907576
"1207","Ipomoea aquatica","Ipomoea purpurea",6,0,"Convolvulaceae",-0.354760666907576
"1208","Ipomoea aquatica","Ipomoea purpurea",7,0,"Convolvulaceae",-0.354760666907576
"1209","Ipomoea aquatica","Ipomoea purpurea",8,0,"Convolvulaceae",-0.354760666907576
"1210","Ipomoea aquatica","Ipomoea purpurea",9,0,"Convolvulaceae",-0.354760666907576
"1211","Ipomoea aquatica","Ipomoea purpurea",10,0,"Convolvulaceae",-0.354760666907576
"1212","Ipomoea aquatica","Petunia integrifolia",1,0,"Solanaceae",-0.354760666907576
"1213","Ipomoea aquatica","Petunia integrifolia",2,3,"Solanaceae",3.19284600216819
"1214","Ipomoea aquatica","Petunia integrifolia",3,0,"Solanaceae",-0.354760666907576
"1215","Ipomoea aquatica","Petunia integrifolia",4,0,"Solanaceae",-0.354760666907576
"1216","Ipomoea aquatica","Petunia integrifolia",5,0,"Solanaceae",-0.354760666907576
"1217","Ipomoea aquatica","Petunia integrifolia",6,0,"Solanaceae",-0.354760666907576
"1218","Ipomoea aquatica","Petunia integrifolia",7,1,"Solanaceae",0.827774889451011
"1219","Ipomoea aquatica","Petunia integrifolia",8,0,"Solanaceae",-0.354760666907576
"1220","Ipomoea aquatica","Petunia integrifolia",9,0,"Solanaceae",-0.354760666907576
"1221","Ipomoea aquatica","Petunia integrifolia",10,0,"Solanaceae",-0.354760666907576
"1222","Ipomoea aquatica","Sinapis alba",1,0,"Brassicaceae",-0.354760666907576
"1223","Ipomoea aquatica","Sinapis alba",2,0,"Brassicaceae",-0.354760666907576
"1224","Ipomoea aquatica","Sinapis alba",3,0,"Brassicaceae",-0.354760666907576
"1225","Ipomoea aquatica","Sinapis alba",4,0,"Brassicaceae",-0.354760666907576
"1226","Ipomoea aquatica","Sinapis alba",5,0,"Brassicaceae",-0.354760666907576
"1227","Ipomoea aquatica","Sinapis alba",6,0,"Brassicaceae",-0.354760666907576
"1228","Ipomoea aquatica","Sinapis alba",7,0,"Brassicaceae",-0.354760666907576
"1229","Ipomoea aquatica","Sinapis alba",8,0,"Brassicaceae",-0.354760666907576
"1230","Ipomoea aquatica","Sinapis alba",9,0,"Brassicaceae",-0.354760666907576
"1231","Ipomoea aquatica","Sinapis alba",10,0,"Brassicaceae",-0.354760666907576
"1232","Ipomoea aquatica","Solanum lycopersicum",1,0,"Solanaceae",-0.354760666907576
"1233","Ipomoea aquatica","Solanum lycopersicum",2,2,"Solanaceae",2.0103104458096
"1234","Ipomoea aquatica","Solanum lycopersicum",3,0,"Solanaceae",-0.354760666907576
"1235","Ipomoea aquatica","Solanum lycopersicum",4,0,"Solanaceae",-0.354760666907576
"1236","Ipomoea aquatica","Solanum lycopersicum",5,0,"Solanaceae",-0.354760666907576
"1237","Ipomoea aquatica","Solanum lycopersicum",6,0,"Solanaceae",-0.354760666907576
"1238","Ipomoea aquatica","Solanum lycopersicum",7,0,"Solanaceae",-0.354760666907576
"1239","Ipomoea aquatica","Solanum lycopersicum",8,0,"Solanaceae",-0.354760666907576
"1240","Ipomoea aquatica","Solanum lycopersicum",9,0,"Solanaceae",-0.354760666907576
"1241","Ipomoea aquatica","Solanum lycopersicum",10,0,"Solanaceae",-0.354760666907576
"1242","Ipomoea aquatica","Solanum melongena",1,0,"Solanaceae",-0.354760666907576
"1243","Ipomoea aquatica","Solanum melongena",2,0,"Solanaceae",-0.354760666907576
"1244","Ipomoea aquatica","Solanum melongena",3,0,"Solanaceae",-0.354760666907576
"1245","Ipomoea aquatica","Solanum melongena",4,0,"Solanaceae",-0.354760666907576
"1246","Ipomoea aquatica","Solanum melongena",5,0,"Solanaceae",-0.354760666907576
"1247","Ipomoea aquatica","Solanum melongena",6,0,"Solanaceae",-0.354760666907576
"1248","Ipomoea aquatica","Solanum melongena",7,0,"Solanaceae",-0.354760666907576
"1249","Ipomoea aquatica","Solanum melongena",8,0,"Solanaceae",-0.354760666907576
"1250","Ipomoea aquatica","Solanum melongena",9,0,"Solanaceae",-0.354760666907576
"1251","Ipomoea aquatica","Solanum melongena",10,0,"Solanaceae",-0.354760666907576
"1252","Ipomoea aquatica","Cross",1,2,NA,2.0103104458096
"1253","Ipomoea aquatica","Cross",2,3,NA,3.19284600216819
"1254","Ipomoea aquatica","Cross",3,0,NA,-0.354760666907576
"1255","Ipomoea aquatica","Cross",4,0,NA,-0.354760666907576
"1256","Ipomoea aquatica","Cross",5,3,NA,3.19284600216819
"1257","Ipomoea aquatica","Cross",6,1,NA,0.827774889451011
"1258","Ipomoea aquatica","Cross",7,0,NA,-0.354760666907576
"1259","Ipomoea aquatica","Cross",8,1,NA,0.827774889451011
"1260","Ipomoea aquatica","Cross",9,2,NA,2.0103104458096
"1261","Ipomoea aquatica","Cross",10,4,NA,4.37538155852677
"1262","Ipomoea aquatica","Self",1,0,NA,-0.354760666907576
"1263","Ipomoea aquatica","Self",2,3,NA,3.19284600216819
"1264","Ipomoea aquatica","Self",3,1,NA,0.827774889451011
"1265","Ipomoea aquatica","Self",4,3,NA,3.19284600216819
"1266","Ipomoea aquatica","Self",5,0,NA,-0.354760666907576
"1267","Ipomoea aquatica","Self",6,2,NA,2.0103104458096
"1268","Ipomoea aquatica","Self",7,2,NA,2.0103104458096
"1269","Ipomoea aquatica","Self",8,1,NA,0.827774889451011
"1270","Ipomoea aquatica","Self",9,0,NA,-0.354760666907576
"1271","Ipomoea aquatica","Self",10,0,NA,-0.354760666907576
"1272","Ipomoea aquatica","Control",1,0,NA,-0.354760666907576
"1273","Ipomoea aquatica","Control",2,0,NA,-0.354760666907576
"1274","Ipomoea aquatica","Control",3,0,NA,-0.354760666907576
"1275","Ipomoea aquatica","Control",4,0,NA,-0.354760666907576
"1276","Ipomoea aquatica","Control",5,0,NA,-0.354760666907576
"1277","Ipomoea aquatica","Control",6,0,NA,-0.354760666907576
"1278","Ipomoea aquatica","Control",7,0,NA,-0.354760666907576
"1279","Ipomoea aquatica","Control",8,0,NA,-0.354760666907576
"1280","Ipomoea aquatica","Control",9,0,NA,-0.354760666907576
"1281","Ipomoea aquatica","Control",10,0,NA,-0.354760666907576
"1282","Ipomoea aquatica","Flower control",1,0,NA,-0.354760666907576
"1283","Ipomoea aquatica","Flower control",2,0,NA,-0.354760666907576
"1284","Ipomoea aquatica","Flower control",3,0,NA,-0.354760666907576
"1285","Ipomoea aquatica","Flower control",4,3,NA,3.19284600216819
"1286","Ipomoea aquatica","Flower control",5,0,NA,-0.354760666907576
"1287","Ipomoea aquatica","Flower control",6,0,NA,-0.354760666907576
"1288","Ipomoea aquatica","Flower control",7,0,NA,-0.354760666907576
"1289","Ipomoea aquatica","Flower control",8,1,NA,0.827774889451011
"1290","Ipomoea aquatica","Flower control",9,4,NA,4.37538155852677
"1291","Ipomoea aquatica","Flower control",10,0,NA,-0.354760666907576
"1292","Ipomoea purpurea","Brassica oleracea",1,6,"Brassicaceae",1.99906592259078
"1293","Ipomoea purpurea","Brassica oleracea",2,4,"Brassicaceae",1.09983211658109
"1294","Ipomoea purpurea","Brassica oleracea",3,3,"Brassicaceae",0.65021521357624
"1295","Ipomoea purpurea","Brassica oleracea",4,4,"Brassicaceae",1.09983211658109
"1296","Ipomoea purpurea","Brassica oleracea",5,0,"Brassicaceae",-0.6986354954383
"1297","Ipomoea purpurea","Brassica oleracea",6,0,"Brassicaceae",-0.6986354954383
"1298","Ipomoea purpurea","Brassica oleracea",7,5,"Brassicaceae",1.54944901958593
"1299","Ipomoea purpurea","Brassica oleracea",8,0,"Brassicaceae",-0.6986354954383
"1300","Ipomoea purpurea","Brassica oleracea",9,6,"Brassicaceae",1.99906592259078
"1301","Ipomoea purpurea","Brassica oleracea",10,4,"Brassicaceae",1.09983211658109
"1302","Ipomoea purpurea","Brassica rapa",1,0,"Brassicaceae",-0.6986354954383
"1303","Ipomoea purpurea","Brassica rapa",2,2,"Brassicaceae",0.200598310571393
"1304","Ipomoea purpurea","Brassica rapa",3,1,"Brassicaceae",-0.249018592433453
"1305","Ipomoea purpurea","Brassica rapa",4,1,"Brassicaceae",-0.249018592433453
"1306","Ipomoea purpurea","Brassica rapa",5,0,"Brassicaceae",-0.6986354954383
"1307","Ipomoea purpurea","Brassica rapa",6,0,"Brassicaceae",-0.6986354954383
"1308","Ipomoea purpurea","Brassica rapa",7,4,"Brassicaceae",1.09983211658109
"1309","Ipomoea purpurea","Brassica rapa",8,0,"Brassicaceae",-0.6986354954383
"1310","Ipomoea purpurea","Brassica rapa",9,0,"Brassicaceae",-0.6986354954383
"1311","Ipomoea purpurea","Brassica rapa",10,0,"Brassicaceae",-0.6986354954383
"1312","Ipomoea purpurea","Capsicum annuum",1,0,"Solanaceae",-0.6986354954383
"1313","Ipomoea purpurea","Capsicum annuum",2,0,"Solanaceae",-0.6986354954383
"1314","Ipomoea purpurea","Capsicum annuum",3,0,"Solanaceae",-0.6986354954383
"1315","Ipomoea purpurea","Capsicum annuum",4,0,"Solanaceae",-0.6986354954383
"1316","Ipomoea purpurea","Capsicum annuum",5,0,"Solanaceae",-0.6986354954383
"1317","Ipomoea purpurea","Capsicum annuum",6,0,"Solanaceae",-0.6986354954383
"1318","Ipomoea purpurea","Capsicum annuum",7,0,"Solanaceae",-0.6986354954383
"1319","Ipomoea purpurea","Capsicum annuum",8,0,"Solanaceae",-0.6986354954383
"1320","Ipomoea purpurea","Capsicum annuum",9,0,"Solanaceae",-0.6986354954383
"1321","Ipomoea purpurea","Capsicum annuum",10,0,"Solanaceae",-0.6986354954383
"1322","Ipomoea purpurea","Eruca vesicaria",1,1,"Brassicaceae",-0.249018592433453
"1323","Ipomoea purpurea","Eruca vesicaria",2,0,"Brassicaceae",-0.6986354954383
"1324","Ipomoea purpurea","Eruca vesicaria",3,0,"Brassicaceae",-0.6986354954383
"1325","Ipomoea purpurea","Eruca vesicaria",4,0,"Brassicaceae",-0.6986354954383
"1326","Ipomoea purpurea","Eruca vesicaria",5,0,"Brassicaceae",-0.6986354954383
"1327","Ipomoea purpurea","Eruca vesicaria",6,0,"Brassicaceae",-0.6986354954383
"1328","Ipomoea purpurea","Eruca vesicaria",7,0,"Brassicaceae",-0.6986354954383
"1329","Ipomoea purpurea","Eruca vesicaria",8,0,"Brassicaceae",-0.6986354954383
"1330","Ipomoea purpurea","Eruca vesicaria",9,0,"Brassicaceae",-0.6986354954383
"1331","Ipomoea purpurea","Eruca vesicaria",10,0,"Brassicaceae",-0.6986354954383
"1332","Ipomoea purpurea","Ipomoea aquatica",1,0,"Convolvulaceae",-0.6986354954383
"1333","Ipomoea purpurea","Ipomoea aquatica",2,0,"Convolvulaceae",-0.6986354954383
"1334","Ipomoea purpurea","Ipomoea aquatica",3,6,"Convolvulaceae",1.99906592259078
"1335","Ipomoea purpurea","Ipomoea aquatica",4,4,"Convolvulaceae",1.09983211658109
"1336","Ipomoea purpurea","Ipomoea aquatica",5,0,"Convolvulaceae",-0.6986354954383
"1337","Ipomoea purpurea","Ipomoea aquatica",6,3,"Convolvulaceae",0.65021521357624
"1338","Ipomoea purpurea","Ipomoea aquatica",7,5,"Convolvulaceae",1.54944901958593
"1339","Ipomoea purpurea","Ipomoea aquatica",8,5,"Convolvulaceae",1.54944901958593
"1340","Ipomoea purpurea","Ipomoea aquatica",9,5,"Convolvulaceae",1.54944901958593
"1341","Ipomoea purpurea","Ipomoea aquatica",10,6,"Convolvulaceae",1.99906592259078
"1342","Ipomoea purpurea","Ipomoea purpurea",1,NA,"Convolvulaceae",NA
"1343","Ipomoea purpurea","Ipomoea purpurea",2,NA,"Convolvulaceae",NA
"1344","Ipomoea purpurea","Ipomoea purpurea",3,NA,"Convolvulaceae",NA
"1345","Ipomoea purpurea","Ipomoea purpurea",4,NA,"Convolvulaceae",NA
"1346","Ipomoea purpurea","Ipomoea purpurea",5,NA,"Convolvulaceae",NA
"1347","Ipomoea purpurea","Ipomoea purpurea",6,NA,"Convolvulaceae",NA
"1348","Ipomoea purpurea","Ipomoea purpurea",7,NA,"Convolvulaceae",NA
"1349","Ipomoea purpurea","Ipomoea purpurea",8,NA,"Convolvulaceae",NA
"1350","Ipomoea purpurea","Ipomoea purpurea",9,NA,"Convolvulaceae",NA
"1351","Ipomoea purpurea","Ipomoea purpurea",10,NA,"Convolvulaceae",NA
"1352","Ipomoea purpurea","Petunia integrifolia",1,0,"Solanaceae",-0.6986354954383
"1353","Ipomoea purpurea","Petunia integrifolia",2,0,"Solanaceae",-0.6986354954383
"1354","Ipomoea purpurea","Petunia integrifolia",3,0,"Solanaceae",-0.6986354954383
"1355","Ipomoea purpurea","Petunia integrifolia",4,0,"Solanaceae",-0.6986354954383
"1356","Ipomoea purpurea","Petunia integrifolia",5,0,"Solanaceae",-0.6986354954383
"1357","Ipomoea purpurea","Petunia integrifolia",6,5,"Solanaceae",1.54944901958593
"1358","Ipomoea purpurea","Petunia integrifolia",7,6,"Solanaceae",1.99906592259078
"1359","Ipomoea purpurea","Petunia integrifolia",8,0,"Solanaceae",-0.6986354954383
"1360","Ipomoea purpurea","Petunia integrifolia",9,1,"Solanaceae",-0.249018592433453
"1361","Ipomoea purpurea","Petunia integrifolia",10,0,"Solanaceae",-0.6986354954383
"1362","Ipomoea purpurea","Sinapis alba",1,0,NA,-0.6986354954383
"1363","Ipomoea purpurea","Sinapis alba",2,0,NA,-0.6986354954383
"1364","Ipomoea purpurea","Sinapis alba",3,0,NA,-0.6986354954383
"1365","Ipomoea purpurea","Sinapis alba",4,2,NA,0.200598310571393
"1366","Ipomoea purpurea","Sinapis alba",5,2,NA,0.200598310571393
"1367","Ipomoea purpurea","Sinapis alba",6,4,NA,1.09983211658109
"1368","Ipomoea purpurea","Sinapis alba",7,2,NA,0.200598310571393
"1369","Ipomoea purpurea","Sinapis alba",8,0,NA,-0.6986354954383
"1370","Ipomoea purpurea","Sinapis alba",9,0,NA,-0.6986354954383
"1371","Ipomoea purpurea","Sinapis alba",10,0,NA,-0.6986354954383
"1372","Ipomoea purpurea","Solanum lycopersicum",1,0,"Solanaceae",-0.6986354954383
"1373","Ipomoea purpurea","Solanum lycopersicum",2,0,"Solanaceae",-0.6986354954383
"1374","Ipomoea purpurea","Solanum lycopersicum",3,0,"Solanaceae",-0.6986354954383
"1375","Ipomoea purpurea","Solanum lycopersicum",4,0,"Solanaceae",-0.6986354954383
"1376","Ipomoea purpurea","Solanum lycopersicum",5,0,"Solanaceae",-0.6986354954383
"1377","Ipomoea purpurea","Solanum lycopersicum",6,0,"Solanaceae",-0.6986354954383
"1378","Ipomoea purpurea","Solanum lycopersicum",7,0,"Solanaceae",-0.6986354954383
"1379","Ipomoea purpurea","Solanum lycopersicum",8,0,"Solanaceae",-0.6986354954383
"1380","Ipomoea purpurea","Solanum lycopersicum",9,0,"Solanaceae",-0.6986354954383
"1381","Ipomoea purpurea","Solanum lycopersicum",10,0,"Solanaceae",-0.6986354954383
"1382","Ipomoea purpurea","Solanum melongena",1,3,"Solanaceae",0.65021521357624
"1383","Ipomoea purpurea","Solanum melongena",2,0,"Solanaceae",-0.6986354954383
"1384","Ipomoea purpurea","Solanum melongena",3,0,"Solanaceae",-0.6986354954383
"1385","Ipomoea purpurea","Solanum melongena",4,6,"Solanaceae",1.99906592259078
"1386","Ipomoea purpurea","Solanum melongena",5,0,"Solanaceae",-0.6986354954383
